Time (ms)	Ch1 V	Ch2 V	Ch1 A	Ch2 A
48.881	-7.811	-16.101	-1.929	0.004
48.885	-7.774	-16.040	-1.929	0.012
48.890	-7.750	-15.973	-1.954	0.012
48.894	-7.719	-15.912	-1.937	-0.004
48.899	-7.689	-15.839	-1.962	-0.004
48.903	-7.659	-15.772	-1.954	-0.004
48.908	-7.634	-15.711	-1.970	0.012
48.912	-7.604	-15.644	-1.970	0.004
48.917	-7.573	-15.577	-1.978	0.012
48.922	-7.543	-15.528	-1.986	-0.004
48.926	-7.525	-15.455	-1.994	0.004
48.931	-7.494	-15.413	-1.986	0.012
48.935	-7.464	-15.352	-2.003	-0.004
48.940	-7.433	-15.291	-2.003	0.012
48.944	-7.415	-15.224	-2.011	0.012
48.949	-7.385	-15.163	-2.019	0.004
48.953	-7.360	-15.096	-2.035	0.004
48.958	-7.336	-15.041	-2.027	-0.004
48.963	-7.299	-14.980	-2.044	0.004
48.967	-7.275	-14.907	-2.052	-0.004
48.972	-7.232	-14.840	-2.060	0.012
48.976	-7.202	-14.773	-2.052	-0.004
48.981	-7.178	-14.700	-2.068	0.012
48.985	-7.141	-14.633	-2.085	0.012
48.990	-7.117	-14.566	-2.068	0.004
48.994	-7.074	-14.499	-2.076	0.004
48.999	-7.056	-14.426	-2.085	0.004
49.003	-7.019	-14.353	-2.085	0.012
49.008	-6.983	-14.286	-2.085	0.004
49.013	-6.946	-14.213	-2.093	0.004
49.017	-6.922	-14.146	-2.101	-0.004
49.022	-6.885	-14.079	-2.109	0.004
49.026	-6.861	-14.025	-2.117	0.004
49.031	-6.831	-13.951	-2.117	0.004
49.035	-6.806	-13.878	-2.134	0.012
49.040	-6.770	-13.824	-2.126	0.012
49.044	-6.739	-13.757	-2.134	0.012
49.049	-6.715	-13.690	-2.150	0.004
49.054	-6.684	-13.629	-2.142	0.004
49.058	-6.654	-13.550	-2.158	0.012
49.063	-6.624	-13.483	-2.166	0.012
49.067	-6.593	-13.422	-2.158	0.004
49.072	-6.557	-13.355	-2.166	0.004
49.076	-6.526	-13.282	-2.166	0.012
49.081	-6.502	-13.221	-2.175	0.004
49.085	-6.471	-13.142	-2.191	0.004
49.090	-6.435	-13.087	-2.183	0.012
49.094	-6.404	-13.020	-2.199	0.004
49.099	-6.374	-12.941	-2.199	-0.004
49.104	-6.356	-12.886	-2.216	0.004
49.108	-6.313	-12.825	-2.216	-0.004
49.113	-6.283	-12.758	-2.216	0.004
49.117	-6.258	-12.697	-2.224	0.012
49.122	-6.222	-12.630	-2.216	0.004
49.126	-6.203	-12.563	-2.232	0.004
49.131	-6.161	-12.502	-2.224	-0.004
49.135	-6.143	-12.435	-2.232	0.012
49.140	-6.100	-12.375	-2.240	0.004
49.145	-6.082	-12.320	-2.240	0.012
49.149	-6.057	-12.253	-2.257	0.012
49.154	-6.021	-12.186	-2.257	0.012
49.158	-6.003	-12.131	-2.257	0.004
49.163	-5.966	-12.058	-2.257	0.004
49.167	-5.936	-11.997	-2.273	0.004
49.172	-5.905	-11.930	-2.273	0.004
49.176	-5.881	-11.869	-2.273	0.004
49.181	-5.838	-11.790	-2.289	0.020
49.185	-5.820	-11.735	-2.289	-0.004
49.190	-5.789	-11.674	-2.298	0.004
49.195	-5.765	-11.601	-2.306	0.004
49.199	-5.716	-11.534	-2.306	0.004
49.204	-5.692	-11.474	-2.306	0.012
49.208	-5.662	-11.400	-2.306	0.004
49.213	-5.643	-11.340	-2.314	0.004
49.217	-5.601	-11.279	-2.322	0.004
49.222	-5.564	-11.218	-2.330	0.004
49.226	-5.552	-11.151	-2.322	0.012
49.231	-5.515	-11.084	-2.339	0.004
49.236	-5.491	-11.029	-2.339	0.004
49.240	-5.461	-10.974	-2.330	0.004
49.245	-5.442	-10.913	-2.347	0.004
49.249	-5.412	-10.846	-2.355	-0.004
49.254	-5.375	-10.786	-2.355	-0.004
49.258	-5.357	-10.725	-2.363	0.004
49.263	-5.321	-10.670	-2.355	0.004
49.267	-5.302	-10.609	-2.363	0.004
49.272	-5.266	-10.542	-2.371	0.020
49.276	-5.242	-10.481	-2.379	-0.004
49.281	-5.211	-10.420	-2.379	0.004
49.286	-5.181	-10.353	-2.388	0.004
49.290	-5.156	-10.286	-2.388	0.004
49.295	-5.120	-10.225	-2.404	0.012
49.299	-5.095	-10.152	-2.396	0.012
49.304	-5.071	-10.091	-2.404	-0.004
49.308	-5.028	-10.018	-2.412	0.012
49.313	-4.998	-9.951	-2.404	0.012
49.317	-4.974	-9.891	-2.420	0.004
49.322	-4.937	-9.811	-2.429	0.004
49.327	-4.907	-9.751	-2.412	0.004
49.331	-4.876	-9.690	-2.429	0.004
49.336	-4.846	-9.623	-2.420	0.012
49.340	-4.815	-9.556	-2.437	0.028
49.345	-4.785	-9.483	-2.437	0.004
49.349	-4.754	-9.422	-2.437	-0.004
49.354	-4.730	-9.343	-2.445	0.012
49.358	-4.687	-9.282	-2.453	-0.004
49.363	-4.657	-9.209	-2.453	0.012
49.367	-4.627	-9.148	-2.453	0.012
49.372	-4.602	-9.087	-2.453	0.004
49.377	-4.566	-9.026	-2.470	0.004
49.381	-4.541	-8.965	-2.461	0.004
49.386	-4.505	-8.898	-2.461	0.012
49.390	-4.480	-8.837	-2.478	0.004
49.395	-4.450	-8.764	-2.486	0.020
49.399	-4.426	-8.703	-2.478	-0.004
49.404	-4.389	-8.636	-2.478	0.004
49.408	-4.353	-8.575	-2.486	0.004
49.413	-4.328	-8.515	-2.494	0.012
49.418	-4.310	-8.448	-2.494	0.012
49.422	-4.273	-8.387	-2.494	0.012
49.427	-4.243	-8.326	-2.502	-0.004
49.431	-4.213	-8.253	-2.502	0.004
49.436	-4.182	-8.192	-2.511	0.012
49.440	-4.146	-8.125	-2.494	0.004
49.445	-4.121	-8.064	-2.519	0.004
49.449	-4.085	-7.991	-2.519	0.012
49.454	-4.054	-7.924	-2.511	0.004
49.458	-4.030	-7.851	-2.527	0.004
49.463	-3.987	-7.790	-2.527	-0.004
49.468	-3.969	-7.717	-2.527	0.012
49.472	-3.933	-7.650	-2.527	-0.004
49.477	-3.896	-7.577	-2.535	0.020
49.481	-3.866	-7.510	-2.543	0.004
49.486	-3.823	-7.437	-2.535	0.004
49.490	-3.793	-7.376	-2.543	0.004
49.495	-3.762	-7.303	-2.551	0.004
49.499	-3.732	-7.236	-2.551	-0.004
49.504	-3.701	-7.151	-2.551	-0.004
49.509	-3.671	-7.090	-2.560	-0.004
49.513	-3.640	-7.035	-2.560	0.004
49.518	-3.610	-6.956	-2.551	0.004
49.522	-3.579	-6.889	-2.551	-0.004
49.527	-3.537	-6.822	-2.560	0.012
49.531	-3.512	-6.755	-2.576	0.012
49.536	-3.476	-6.688	-2.568	-0.004
49.540	-3.458	-6.621	-2.568	0.004
49.545	-3.427	-6.548	-2.568	0.012
49.549	-3.385	-6.481	-2.576	0.004
49.554	-3.360	-6.414	-2.576	0.004
49.559	-3.330	-6.347	-2.601	0.004
49.563	-3.281	-6.268	-2.576	0.012
49.568	-3.245	-6.195	-2.592	0.004
49.572	-3.220	-6.116	-2.592	-0.004
49.577	-3.184	-6.055	-2.592	0.004
49.581	-3.147	-5.976	-2.592	0.004
49.586	-3.117	-5.903	-2.601	0.004
49.590	-3.080	-5.836	-2.584	0.004
49.595	-3.050	-5.751	-2.609	0.004
49.600	-3.013	-5.684	-2.601	0.004
49.604	-2.971	-5.617	-2.601	0.012
49.609	-2.940	-5.537	-2.601	-0.004
49.613	-2.904	-5.458	-2.609	0.004
49.618	-2.873	-5.385	-2.609	0.004
49.622	-2.831	-5.312	-2.617	0.004
49.627	-2.800	-5.233	-2.601	0.012
49.631	-2.757	-5.160	-2.617	0.004
49.636	-2.727	-5.093	-2.625	0.004
49.640	-2.697	-5.008	-2.625	0.004
49.645	-2.660	-4.935	-2.617	0.004
49.650	-2.624	-4.856	-2.617	0.004
49.654	-2.587	-4.789	-2.633	0.004
49.659	-2.550	-4.716	-2.625	0.020
49.663	-2.514	-4.624	-2.633	0.012
49.668	-2.471	-4.557	-2.625	0.012
49.672	-2.441	-4.478	-2.633	0.012
49.677	-2.410	-4.411	-2.633	0.004
49.681	-2.374	-4.326	-2.633	0.004
49.686	-2.337	-4.247	-2.642	0.020
49.691	-2.295	-4.168	-2.633	0.004
49.695	-2.258	-4.101	-2.633	0.012
49.700	-2.222	-4.028	-2.625	-0.004
49.704	-2.191	-3.954	-2.633	0.004
49.709	-2.155	-3.869	-2.642	0.004
49.713	-2.118	-3.796	-2.642	0.012
49.718	-2.082	-3.711	-2.650	0.004
49.722	-2.045	-3.638	-2.642	-0.004
49.727	-2.003	-3.565	-2.650	0.004
49.731	-1.972	-3.486	-2.650	-0.004
49.736	-1.942	-3.407	-2.633	0.004
49.741	-1.899	-3.333	-2.650	0.004
49.745	-1.863	-3.248	-2.642	0.004
49.750	-1.832	-3.169	-2.658	0.012
49.754	-1.796	-3.096	-2.650	0.004
49.759	-1.753	-3.023	-2.650	0.004
49.763	-1.716	-2.932	-2.642	-0.004
49.768	-1.674	-2.859	-2.650	0.012
49.772	-1.643	-2.779	-2.650	0.004
49.777	-1.607	-2.694	-2.658	-0.004
49.782	-1.564	-2.633	-2.658	0.004
49.786	-1.528	-2.548	-2.658	0.004
49.791	-1.491	-2.469	-2.650	0.012
49.795	-1.449	-2.390	-2.650	-0.004
49.800	-1.418	-2.311	-2.658	-0.004
49.804	-1.375	-2.231	-2.658	0.004
49.809	-1.339	-2.146	-2.658	0.012
49.813	-1.302	-2.079	-2.650	0.004
49.818	-1.266	-2.000	-2.666	0.004
49.822	-1.235	-1.927	-2.650	0.004
49.827	-1.199	-1.854	-2.650	0.004
49.832	-1.168	-1.781	-2.650	-0.004
49.836	-1.132	-1.714	-2.642	0.004
49.841	-1.101	-1.641	-2.650	0.004
49.845	-1.059	-1.562	-2.650	0.004
49.850	-1.028	-1.483	-2.658	0.004
49.854	-0.998	-1.416	-2.658	0.004
49.859	-0.955	-1.343	-2.650	0.004
49.863	-0.925	-1.276	-2.650	0.004
49.868	-0.888	-1.196	-2.642	0.004
49.873	-0.852	-1.129	-2.650	0.004
49.877	-0.821	-1.038	-2.650	0.004
49.882	-0.779	-0.971	-2.650	0.012
49.886	-0.742	-0.904	-2.658	0.012
49.891	-0.706	-0.819	-2.650	0.004
49.895	-0.669	-0.734	-2.642	-0.004
49.900	-0.639	-0.661	-2.650	0.012
49.904	-0.596	-0.594	-2.642	-0.004
49.909	-0.560	-0.521	-2.642	0.012
49.913	-0.523	-0.454	-2.642	0.012
49.918	-0.493	-0.362	-2.642	0.004
49.923	-0.450	-0.289	-2.633	-0.004
49.927	-0.420	-0.228	-2.642	-0.004
49.932	-0.383	-0.143	-2.633	0.004
49.936	-0.340	-0.076	-2.650	0.004
49.941	-0.316	0.003	-2.633	0.004
49.945	-0.286	0.076	-2.633	0.004
49.950	-0.249	0.155	-2.633	0.004
49.954	-0.213	0.216	-2.633	0.020
49.959	-0.182	0.283	-2.633	0.004
49.964	-0.140	0.368	-2.633	0.012
49.968	-0.121	0.435	-2.642	0.012
49.973	-0.073	0.508	-2.625	0.012
49.977	-0.036	0.569	-2.617	0.004
49.982	-0.012	0.648	-2.625	0.004
49.986	0.025	0.721	-2.625	0.004
49.991	0.067	0.788	-2.625	0.004
49.995	0.104	0.867	-2.617	-0.004
50.000	0.134	0.947	-2.617	0.012
50.004	0.165	1.007	-2.617	-0.004
50.009	0.208	1.087	-2.601	0.012
50.014	0.232	1.148	-2.601	0.004
50.018	0.262	1.227	-2.617	0.012
50.023	0.299	1.294	-2.617	0.012
50.027	0.335	1.355	-2.601	0.004
50.032	0.360	1.428	-2.609	0.012
50.036	0.402	1.495	-2.609	0.012
50.041	0.427	1.568	-2.592	0.004
50.045	0.463	1.629	-2.592	-0.004
50.050	0.494	1.689	-2.592	0.020
50.055	0.530	1.769	-2.592	0.020
50.059	0.567	1.829	-2.592	0.004
50.064	0.591	1.902	-2.592	0.012
50.068	0.634	1.988	-2.592	0.012
50.073	0.652	2.043	-2.576	0.004
50.077	0.701	2.122	-2.584	0.012
50.082	0.737	2.183	-2.584	0.004
50.086	0.768	2.250	-2.576	-0.004
50.091	0.792	2.329	-2.576	0.012
50.095	0.841	2.402	-2.576	0.012
50.100	0.865	2.469	-2.560	0.004
50.105	0.902	2.554	-2.568	0.004
50.109	0.938	2.609	-2.568	0.004
50.114	0.962	2.688	-2.568	0.012
50.118	0.999	2.761	-2.551	0.012
50.123	1.029	2.822	-2.560	0.012
50.127	1.072	2.907	-2.551	0.012
50.132	1.102	2.974	-2.560	0.004
50.136	1.133	3.035	-2.551	0.012
50.141	1.176	3.108	-2.543	0.004
50.146	1.206	3.181	-2.527	0.012
50.150	1.243	3.242	-2.535	0.004
50.155	1.273	3.321	-2.535	0.012
50.159	1.303	3.388	-2.535	-0.004
50.164	1.346	3.467	-2.527	0.020
50.168	1.376	3.540	-2.527	0.012
50.173	1.407	3.607	-2.519	0.004
50.177	1.437	3.680	-2.511	0.004
50.182	1.474	3.747	-2.519	0.004
50.186	1.504	3.814	-2.511	0.012
50.191	1.535	3.881	-2.511	0.004
50.196	1.571	3.954	-2.511	-0.004
50.200	1.608	4.015	-2.519	0.012
50.205	1.638	4.082	-2.494	0.020
50.209	1.669	4.149	-2.486	0.004
50.214	1.693	4.222	-2.486	0.012
50.218	1.730	4.277	-2.486	0.012
50.223	1.754	4.356	-2.494	0.004
50.227	1.784	4.417	-2.470	0.012
50.232	1.815	4.478	-2.486	-0.004
50.237	1.851	4.557	-2.478	0.004
50.241	1.894	4.624	-2.470	0.012
50.246	1.924	4.697	-2.470	0.004
50.250	1.961	4.758	-2.461	0.004
50.255	1.985	4.825	-2.453	-0.004
50.259	2.016	4.892	-2.453	0.012
50.264	2.058	4.959	-2.445	0.004
50.268	2.077	5.032	-2.453	0.004
50.273	2.119	5.105	-2.437	0.012
50.277	2.156	5.172	-2.437	0.012
50.282	2.186	5.245	-2.445	-0.004
50.287	2.223	5.306	-2.437	0.012
50.291	2.253	5.391	-2.437	0.004
50.296	2.296	5.452	-2.429	0.004
50.300	2.326	5.513	-2.420	0.004
50.305	2.344	5.586	-2.429	0.004
50.309	2.381	5.659	-2.412	0.004
50.314	2.418	5.726	-2.404	-0.004
50.318	2.448	5.799	-2.404	0.004
50.323	2.485	5.872	-2.396	0.004
50.328	2.515	5.933	-2.396	0.004
50.332	2.558	6.006	-2.388	0.012
50.337	2.588	6.079	-2.388	0.004
50.341	2.625	6.164	-2.379	0.020
50.346	2.655	6.225	-2.379	0.012
50.350	2.692	6.298	-2.379	0.004
50.355	2.722	6.371	-2.379	0.012
50.359	2.758	6.432	-2.363	-0.004
50.364	2.795	6.505	-2.363	-0.004
50.368	2.832	6.578	-2.363	0.004
50.373	2.856	6.657	-2.347	0.004
50.378	2.892	6.718	-2.347	0.012
50.382	2.929	6.797	-2.339	0.012
50.387	2.966	6.858	-2.355	0.004
50.391	2.996	6.937	-2.330	0.004
50.396	3.032	7.011	-2.330	0.012
50.400	3.063	7.071	-2.330	0.004
50.405	3.093	7.144	-2.306	0.004
50.409	3.136	7.218	-2.314	0.004
50.414	3.166	7.285	-2.306	0.004
50.419	3.197	7.351	-2.298	0.012
50.423	3.233	7.431	-2.298	-0.004
50.428	3.264	7.498	-2.289	0.004
50.432	3.294	7.565	-2.281	0.012
50.437	3.325	7.638	-2.281	0.020
50.441	3.367	7.705	-2.281	-0.004
50.446	3.398	7.772	-2.273	0.012
50.450	3.422	7.839	-2.265	0.004
50.455	3.453	7.906	-2.248	0.004
50.459	3.489	7.966	-2.257	0.012
50.464	3.520	8.039	-2.240	0.004
50.469	3.562	8.113	-2.248	0.004
50.473	3.593	8.167	-2.240	0.004
50.478	3.617	8.246	-2.232	0.004
50.482	3.653	8.313	-2.240	0.004
50.487	3.690	8.380	-2.224	-0.004
50.491	3.720	8.447	-2.216	-0.004
50.496	3.763	8.527	-2.216	0.012
50.500	3.781	8.594	-2.216	0.004
50.505	3.824	8.660	-2.199	-0.004
50.510	3.848	8.734	-2.191	0.004
50.514	3.891	8.794	-2.183	0.012
50.519	3.909	8.855	-2.199	0.004
50.523	3.946	8.928	-2.183	0.004
50.528	3.976	8.995	-2.175	0.012
50.532	4.007	9.050	-2.166	0.012
50.537	4.031	9.105	-2.166	0.004
50.541	4.055	9.160	-2.150	0.004
50.546	4.098	9.221	-2.158	0.012
50.550	4.110	9.281	-2.150	0.004
50.555	4.134	9.336	-2.142	0.012
50.560	4.171	9.397	-2.134	-0.004
50.564	4.189	9.464	-2.134	0.004
50.569	4.226	9.525	-2.134	0.004
50.573	4.250	9.568	-2.134	0.004
50.578	4.287	9.641	-2.134	0.012
50.582	4.323	9.708	-2.117	0.012
50.587	4.348	9.781	-2.109	0.004
50.591	4.378	9.848	-2.101	0.004
50.596	4.415	9.921	-2.101	0.004
50.601	4.451	9.994	-2.093	0.004
50.605	4.488	10.061	-2.085	0.012
50.610	4.518	10.134	-2.076	0.004
50.614	4.555	10.207	-2.076	0.012
50.619	4.585	10.274	-2.076	0.004
50.623	4.628	10.347	-2.060	0.012
50.628	4.652	10.414	-2.060	-0.004
50.632	4.676	10.481	-2.052	0.012
50.637	4.719	10.548	-2.044	0.004
50.641	4.743	10.603	-2.035	0.004
50.646	4.780	10.670	-2.044	0.020
50.651	4.798	10.730	-2.019	-0.004
50.655	4.829	10.797	-2.027	-0.004
50.660	4.859	10.852	-2.019	0.004
50.664	4.883	10.913	-2.011	0.004
50.669	4.920	10.980	-1.994	0.012
50.673	4.950	11.035	-2.003	0.012
50.678	4.981	11.096	-1.994	0.004
50.682	4.999	11.163	-1.986	0.012
50.687	5.029	11.218	-1.978	-0.004
50.692	5.060	11.272	-1.978	0.004
50.696	5.096	11.339	-1.954	0.004
50.701	5.121	11.400	-1.962	-0.004
50.705	5.151	11.473	-1.945	0.004
50.710	5.188	11.528	-1.945	0.020
50.714	5.200	11.583	-1.954	0.012
50.719	5.243	11.644	-1.937	0.012
50.723	5.261	11.705	-1.929	0.012
50.728	5.297	11.753	-1.929	0.020
50.732	5.309	11.808	-1.921	0.004
50.737	5.340	11.863	-1.913	0.012
50.742	5.370	11.924	-1.904	0.020
50.746	5.401	11.979	-1.888	0.012
50.751	5.425	12.046	-1.888	0.012
50.755	5.450	12.106	-1.896	0.004
50.760	5.486	12.143	-1.880	0.012
50.764	5.498	12.216	-1.863	0.004
50.769	5.535	12.259	-1.872	0.004
50.773	5.559	12.332	-1.872	0.004
50.778	5.590	12.380	-1.855	-0.004
50.783	5.614	12.447	-1.847	0.012
50.787	5.644	12.496	-1.855	0.004
50.792	5.669	12.551	-1.831	0.012
50.796	5.693	12.606	-1.831	0.004
50.801	5.717	12.667	-1.822	0.004
50.805	5.742	12.709	-1.814	0.004
50.810	5.772	12.764	-1.814	0.004
50.814	5.797	12.813	-1.798	0.004
50.819	5.815	12.867	-1.798	0.004
50.823	5.851	12.916	-1.790	0.004
50.828	5.864	12.959	-1.782	0.004
50.833	5.882	13.014	-1.782	0.012
50.837	5.912	13.062	-1.765	-0.004
50.842	5.937	13.117	-1.765	0.012
50.846	5.955	13.166	-1.749	0.004
50.851	5.979	13.208	-1.757	0.004
50.855	5.997	13.257	-1.749	-0.004
50.860	6.028	13.306	-1.741	0.012
50.864	6.052	13.361	-1.732	0.004
50.869	6.083	13.415	-1.732	0.004
50.874	6.095	13.452	-1.716	0.004
50.878	6.125	13.507	-1.716	0.012
50.883	6.144	13.555	-1.708	-0.004
50.887	6.168	13.604	-1.708	0.004
50.892	6.198	13.653	-1.700	0.004
50.896	6.217	13.714	-1.700	0.004
50.901	6.241	13.750	-1.683	0.004
50.905	6.265	13.805	-1.675	0.012
50.910	6.290	13.860	-1.683	0.004
50.914	6.308	13.909	-1.659	0.004
50.919	6.338	13.969	-1.659	0.004
50.924	6.369	14.018	-1.659	-0.004
50.928	6.381	14.073	-1.642	0.012
50.933	6.411	14.122	-1.634	0.012
50.937	6.436	14.164	-1.626	0.004
50.942	6.460	14.225	-1.634	0.012
50.946	6.491	14.274	-1.618	0.012
50.951	6.515	14.329	-1.618	0.012
50.955	6.533	14.377	-1.618	0.004
50.960	6.558	14.426	-1.610	0.004
50.965	6.582	14.475	-1.593	-0.004
50.969	6.606	14.524	-1.593	0.004
50.974	6.625	14.572	-1.585	-0.004
50.978	6.649	14.621	-1.585	0.004
50.983	6.679	14.676	-1.569	0.004
50.987	6.710	14.724	-1.560	0.012
50.992	6.728	14.767	-1.552	0.012
50.996	6.752	14.816	-1.560	0.020
51.001	6.771	14.877	-1.552	0.012
51.005	6.801	14.925	-1.536	0.012
51.010	6.825	14.974	-1.536	0.004
51.015	6.844	15.029	-1.528	0.020
51.019	6.862	15.078	-1.519	0.012
51.024	6.899	15.132	-1.519	0.004
51.028	6.923	15.187	-1.503	0.004
51.033	6.953	15.242	-1.487	0.004
51.037	6.966	15.285	-1.495	0.004
51.042	6.990	15.345	-1.495	0.020
51.046	7.014	15.394	-1.478	0.004
51.051	7.045	15.455	-1.470	0.012
51.056	7.075	15.498	-1.454	0.004
51.060	7.099	15.559	-1.462	-0.004
51.065	7.124	15.601	-1.462	0.004
51.069	7.136	15.662	-1.446	0.004
51.074	7.173	15.711	-1.446	0.004
51.078	7.197	15.772	-1.446	0.020
51.083	7.215	15.808	-1.438	0.004
51.087	7.239	15.857	-1.429	0.004
51.092	7.252	15.912	-1.421	0.004
51.096	7.282	15.960	-1.413	0.004
51.101	7.313	15.997	-1.421	0.004
51.106	7.331	16.058	-1.397	0.004
51.110	7.361	16.100	-1.405	0.004
51.115	7.373	16.137	-1.380	0.004
51.119	7.392	16.192	-1.372	0.004
51.124	7.422	16.253	-1.380	0.004
51.128	7.453	16.301	-1.372	-0.004
51.133	7.465	16.344	-1.372	0.012
51.137	7.495	16.387	-1.356	0.012
51.142	7.513	16.441	-1.347	0.004
51.147	7.538	16.502	-1.347	0.004
51.151	7.568	16.563	-1.339	-0.004
51.156	7.599	16.600	-1.331	0.004
51.160	7.617	16.667	-1.323	-0.004
51.165	7.653	16.721	-1.315	0.004
51.169	7.678	16.776	-1.315	-0.004
51.174	7.702	16.849	-1.306	0.004
51.178	7.733	16.898	-1.306	-0.004
51.183	7.757	16.965	-1.298	0.004
51.187	7.787	17.020	-1.290	0.004
51.192	7.812	17.068	-1.282	0.012
51.197	7.842	17.123	-1.282	0.012
51.201	7.867	17.184	-1.265	-0.004
51.206	7.891	17.227	-1.274	0.020
51.210	7.909	17.282	-1.249	0.004
51.215	7.934	17.336	-1.249	0.004
51.219	7.964	17.379	-1.241	0.004
51.224	7.988	17.428	-1.241	0.004
51.228	8.001	17.470	-1.233	0.012
51.233	8.025	17.519	-1.225	0.004
51.238	8.043	17.568	-1.216	0.004
51.242	8.067	17.622	-1.225	-0.012
51.247	8.098	17.665	-1.200	0.012
51.251	8.116	17.714	-1.192	0.004
51.256	8.141	17.762	-1.192	0.004
51.260	8.171	17.811	-1.184	0.020
51.265	8.189	17.872	-1.167	0.004
51.269	8.214	17.927	-1.167	0.004
51.274	8.244	17.976	-1.159	0.012
51.278	8.268	18.030	-1.159	0.004
51.283	8.293	18.085	-1.151	0.004
51.288	8.317	18.140	-1.151	0.012
51.292	8.348	18.207	-1.151	-0.004
51.297	8.366	18.256	-1.134	0.004
51.301	8.402	18.304	-1.134	0.004
51.306	8.427	18.365	-1.126	0.004
51.310	8.451	18.420	-1.110	0.004
51.315	8.475	18.475	-1.118	0.004
51.319	8.500	18.530	-1.110	0.004
51.324	8.530	18.584	-1.102	0.020
51.329	8.548	18.639	-1.093	-0.004
51.333	8.573	18.688	-1.085	0.004
51.338	8.603	18.749	-1.085	-0.012
51.342	8.622	18.791	-1.085	0.012
51.347	8.646	18.840	-1.061	0.020
51.351	8.670	18.895	-1.061	0.004
51.356	8.701	18.944	-1.061	0.004
51.360	8.719	18.992	-1.053	-0.004
51.365	8.749	19.047	-1.036	-0.004
51.369	8.762	19.084	-1.036	0.004
51.374	8.786	19.138	-1.036	0.012
51.379	8.816	19.199	-1.028	0.012
51.383	8.835	19.248	-1.012	0.012
51.388	8.859	19.291	-1.012	0.004
51.392	8.883	19.345	-1.012	-0.004
51.397	8.908	19.400	-1.003	0.012
51.401	8.920	19.443	-1.003	0.004
51.406	8.956	19.492	-0.987	0.004
51.410	8.981	19.540	-0.979	0.004
51.415	8.999	19.601	-0.979	0.004
51.420	9.023	19.656	-0.979	0.012
51.424	9.054	19.705	-0.971	0.004
51.429	9.072	19.759	-0.962	0.012
51.433	9.096	19.802	-0.954	0.012
51.438	9.127	19.857	-0.946	0.004
51.442	9.145	19.912	-0.946	0.012
51.447	9.163	19.954	-0.938	0.004
51.451	9.188	19.997	-0.921	0.004
51.456	9.212	20.052	-0.921	0.004
51.460	9.236	20.106	-0.921	0.012
51.465	9.267	20.149	-0.913	0.004
51.470	9.279	20.198	-0.889	0.012
51.474	9.310	20.247	-0.905	0.012
51.479	9.334	20.295	-0.889	0.012
51.483	9.346	20.338	-0.889	0.004
51.488	9.364	20.387	-0.881	0.020
51.492	9.395	20.423	-0.872	0.004
51.497	9.407	20.472	-0.864	0.004
51.501	9.431	20.520	-0.872	0.004
51.506	9.456	20.557	-0.856	0.012
51.511	9.474	20.612	-0.856	0.004
51.515	9.486	20.648	-0.856	0.004
51.520	9.510	20.685	-0.840	0.004
51.524	9.529	20.734	-0.831	0.004
51.529	9.553	20.782	-0.823	0.004
51.533	9.571	20.825	-0.815	-0.004
51.538	9.596	20.855	-0.815	0.004
51.542	9.614	20.904	-0.807	0.020
51.547	9.632	20.947	-0.807	0.004
51.551	9.650	20.989	-0.799	0.004
51.556	9.675	21.026	-0.799	0.020
51.561	9.699	21.075	-0.790	0.004
51.565	9.717	21.123	-0.782	-0.004
51.570	9.742	21.160	-0.782	0.004
51.574	9.754	21.208	-0.758	0.004
51.579	9.778	21.263	-0.774	0.004
51.583	9.797	21.294	-0.758	-0.004
51.588	9.815	21.336	-0.749	0.004
51.592	9.833	21.379	-0.741	0.004
51.597	9.857	21.428	-0.741	0.012
51.602	9.876	21.476	-0.725	-0.004
51.606	9.894	21.513	-0.733	0.004
51.611	9.924	21.549	-0.717	0.004
51.615	9.943	21.598	-0.733	0.012
51.620	9.961	21.641	-0.717	0.004
51.624	9.979	21.689	-0.700	0.004
51.629	9.991	21.732	-0.709	0.004
51.633	10.028	21.787	-0.692	0.004
51.638	10.040	21.817	-0.684	0.012
51.642	10.064	21.872	-0.676	0.004
51.647	10.083	21.909	-0.668	0.004
51.652	10.101	21.957	-0.676	0.004
51.656	10.119	21.994	-0.659	0.012
51.661	10.138	22.036	-0.659	0.004
51.665	10.168	22.079	-0.659	0.004
51.670	10.180	22.122	-0.643	0.012
51.674	10.192	22.152	-0.643	0.004
51.679	10.217	22.195	-0.627	0.004
51.683	10.229	22.231	-0.635	-0.004
51.688	10.247	22.262	-0.618	0.020
51.693	10.259	22.292	-0.618	0.004
51.697	10.271	22.335	-0.618	0.004
51.702	10.290	22.359	-0.610	0.004
51.706	10.302	22.396	-0.610	0.004
51.711	10.326	22.420	-0.610	0.004
51.715	10.332	22.450	-0.594	0.020
51.720	10.357	22.487	-0.594	0.004
51.724	10.363	22.524	-0.586	0.004
51.729	10.375	22.548	-0.569	0.012
51.733	10.393	22.584	-0.586	-0.004
51.738	10.418	22.627	-0.561	0.020
51.743	10.424	22.664	-0.577	0.012
51.747	10.442	22.688	-0.553	0.004
51.752	10.460	22.731	-0.553	0.004
51.756	10.472	22.773	-0.537	0.004
51.761	10.491	22.804	-0.545	0.004
51.765	10.521	22.858	-0.545	0.004
51.770	10.545	22.907	-0.537	0.012
51.774	10.564	22.938	-0.528	0.004
